央视,#genre#
CCTV16,https://live.ottiptv.cc/mcp/cctv16.m3u8?userid=423579792&sign=7a9115d6c30aced4b0c66beda46e39de3378d9b5c982a611e78d693902971de4bc4cff6c924cb2468af1bc6f3a38d543fc60f825456e13e45ad3318fb7b76576cfe88882e17a60aa8d04d76adf&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV16,https://live.ottiptv.cc/mst/cctv16-2.m3u8?userid=423579792&sign=27a4fb9b5466e05165b30fa2bc21623b479d7c2068d2c7872305a6a1296e4cbb8cc70100a1fecbe97cb536a9f791196f343c5bd97f5566ec0355b6503e2bf333ac669fd7f14d4842e368b904b81fb9&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV16,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227002/1.m3u8?
CCTV17,https://mgtv.ottiptv.cc/mg/673168256.m3u8?userid=423579792&sign=61aa93ecb5affa812ec52f849aa3ac9a1a9c1ea73dd37b10e86a74cfcdc33552efac983be494df0a2c66d1ba6375ef1fa5135123bc02ffc9deaac328747a9b4b4349121054837bc259fb4bfc40b7cd5e&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV17,https://live.ottiptv.cc/mcp/cctv17.m3u8?userid=423579792&sign=d626037c2fa2fecbb503f8e22a93faa29c167d715f1e2e94b2961c61a1cf2e6dfb3cc6a6a764ac2d42336328fb85c2874c692a6e78d5931bc40079d624c24bdbd3f21ba20b9429e32f7cb15585&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV17,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226318/1.m3u8?
CGTN,https://mgtv.ottiptv.cc/mg/609017205.m3u8?userid=423579792&sign=9572aa61453e8a6fef7edaa7f486dcd8a3a5532abbfd72d7fa374ecc0047e4a60ba84d473a029db4f423adbd2c5c36ea7b9ea91192dc4403a4c705c137e4c982aa9934f17fb48d4159cc81b826dfab75&auth_token=acb0c268be4342419aa3ba49796b45e0
CGTN,https://0472.org/hls/cgtn.m3u8
CGTN西语,https://mgtv.ottiptv.cc/mg/609006450.m3u8?userid=423579792&sign=225fb686f5cac0521b5fbdaa4bb3148624fdedb0dd6830a1c1f08b90effd724a2520a197928c4e63e965bfccb4d5459f20dca2432da48dc8a09ba59b33c2240c9429f5c5c5c843faa60639d07f067432&auth_token=acb0c268be4342419aa3ba49796b45e0
CGTN西语,https://0472.org/hls/cgtnx.m3u8
CGTN法语,https://mgtv.ottiptv.cc/mg/609006476.m3u8?userid=423579792&sign=d8d9e7b875b2ffaf6220500b7308553715c9b8970e9d6602628aa6ce8e645dbf6804b7bf3a83512a2faa63971fff331b95689c292cf958425481c319f12302030e5503143bcfd54f7e77db67aa986e7f&auth_token=acb0c268be4342419aa3ba49796b45e0
CGTN法语,https://0472.org/hls/cgtnf.m3u8
CGTN俄语,https://mgtv.ottiptv.cc/mg/609006446.m3u8?userid=423579792&sign=36655e782f1599af493c21140d1216f15555a2dcca9922e2d9245f1e408b63733d834454fe0900442d9eb3461bab209991fbc59244be08b073bda2d72278dac8abc05b65fd9bfcfeb1ff8cd79772689d&auth_token=acb0c268be4342419aa3ba49796b45e0
CGTN俄语,https://0472.org/hls/cgtne.m3u8
CGTN阿语,https://mgtv.ottiptv.cc/mg/609154345.m3u8?userid=423579792&sign=7b518afcb2197685be1a0bb3363581a3d103e6796b52c0e6db7de617546ca0b99939860733ba441ec8383db3014b2e54f16eb0af73e012a96d36f9b3ae2727dd72c7b4eaf7e7bd579b3451b18d93776f&auth_token=acb0c268be4342419aa3ba49796b45e0
CGTN阿语,https://0472.org/hls/cgtna.m3u8

卫视,#genre#
安徽卫视,https://live.ottiptv.cc/mcp/anhui.m3u8?userid=423579792&sign=0e71c9243aff85f30b8dfa1bbdd2fe0b72cc3224a909f2f4be93dced72b0944bad805b1fb7831d1c0a0c2cacf446a32f47c71c6ef18a4f4981810118fa66e28697fc52cb0bbd64b7a552f1be&auth_token=acb0c268be4342419aa3ba49796b45e0
安徽卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226943/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E0QmKQ_slRCwvVVUUfxPVbw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
北京卫视,https://live.ottiptv.cc/mcp/beijing.m3u8?userid=423579792&sign=b7ca4414e2fda207a72032654f232518433562b363059db09bd4f456079189513abf77e10f7d77d4c2f567ecc5035014342708fe1197a0040ae4a1c7957a994c70a0b049ddbe9d1f31f564ac8b9d&auth_token=acb0c268be4342419aa3ba49796b45e0
北京卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226900/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EcYPi33WFyhvd6SjmqUKhJg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
重庆卫视,https://live.ottiptv.cc/mcp/chongqing.m3u8?userid=423579792&sign=45a318421c7bf3f47d8fee06dda86415c4713f51eab6620b911daaa95aee78db19732383c58fcf14e61d63e6e03c7a87b0276cdcbce1d8b8fea2449b4f89624ec3672425f367972ef0e365d131623d48&auth_token=acb0c268be4342419aa3ba49796b45e0
重庆卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226963/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EjTXsJprEx2nE38tdvu5lhA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
东方卫视,https://mgtv.ottiptv.cc/mg/651632648.m3u8?userid=423579792&sign=9a361120e526d4f9c779aec30f3f4c19f2615ad163534888b3086cf981c887154338fc7d951cb49a86c2756b984ddec47db61a568e7b3c7320b250734e4627ef985c66dd34bfb2b0e5e7079901c7194d&auth_token=acb0c268be4342419aa3ba49796b45e0
东方卫视,https://live.ottiptv.cc/mcp/dongfang.m3u8?userid=423579792&sign=bd3959643eed4cfe6a3e8d33375ad24ce49e3fa69fa7428142006ecb84cb106a0a4ec7630cd10bd0ff720af4d893e83ecfcd0d0100ab50ba489781128844e46665b8aefb13584e73ecd33590955839&auth_token=acb0c268be4342419aa3ba49796b45e0
东方卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226898/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E0uh4lyjjBCCN7TCq21vSIQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
东南卫视,https://mgtv.ottiptv.cc/mg/849116810.m3u8?userid=423579792&sign=53c7ea488f1684bfddeab88492186d9fd2490be7f6344dbedaa89f6a80bec9bba5a3964523c29008d6e9546d670146d8b2275a39955a0639409bb852026da65c1103f18a45b2207155f6db978e7fb12a&auth_token=acb0c268be4342419aa3ba49796b45e0
东南卫视,https://live.ottiptv.cc/mcp/dongnan.m3u8?userid=423579792&sign=6aee9409d20afa62b2baa2282afd3094d1bd4287f975911a6ebe2081e13016baa5607468aee1f98ab461ae52a471ac6f0ef12b27cfda79c167ef7ef549b8ac2b9296070ee49a6d2144e5089ebadc&auth_token=acb0c268be4342419aa3ba49796b45e0
东南卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226991/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EQ6F5Mjgs0tJyEArWFL3vQA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
甘肃卫视,https://live.ottiptv.cc/mcp/gansu.m3u8?userid=423579792&sign=0c07f65e55af158fb80bdbd558df9b93a9200b87e4b58bb534bee1db2a15f0753f0b51cb5f3bac0e02c32710699efb29176067c62a7fb941c36801683c9810e32fbc059ec0f8f0f02f2474cd&auth_token=acb0c268be4342419aa3ba49796b45e0
甘肃卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227020/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Err-CLugPnTcUinEM8JeySg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
广东卫视,https://mgtv.ottiptv.cc/mg/608831231.m3u8?userid=423579792&sign=3112925267ae6c9b92c9b7c0600e1e163f051c2cd3bd29d8a7ac875c85ee172e8f8403268da862424b5a689cd08fdb59d695f68808935d243e33efa5b4835edb9f86f3bf0f1c4f2e87171862f18d997d&auth_token=acb0c268be4342419aa3ba49796b45e0
广东卫视,https://live.ottiptv.cc/mcp/guangdong.m3u8?userid=423579792&sign=3bd93e082d63e3230babdf6f22740f142ae602294747e31a5004edc13b62417d58e3ed3616a82249e888ffdcd79fe22e7aaead02a7f942434a50ae96f92fb465cfa1b218d005146124a88864947c79e3&auth_token=acb0c268be4342419aa3ba49796b45e0
广东卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226961/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E2MGyx659D_aaDPP0qt3NgA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
广西卫视,https://live.ottiptv.cc/mcp/guangxi.m3u8?userid=423579792&sign=039a5dd972d3a466424125a8febd5702002df9911567dcf4c8b3ec136cb084f2e6d728320cb259caa1bc992f0b36b63efcb563ba8c52479aa9916f3e86ba5203f12b8415a892d4704e0648fab4eb&auth_token=acb0c268be4342419aa3ba49796b45e0
广西卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227010/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EkAhb-89sxdm9fz6-heXCuw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
贵州卫视,https://live.ottiptv.cc/mcp/guizhou.m3u8?userid=423579792&sign=fb5c88693ab62d779d35c2901003896ec9bb39008654ff672cb5d89fc4f875850f1ca6624bdae22a84e6ae194adb68934dfa0d3a41d0f2b4e675ae1f2a1f3f4c4cef53c486e0ac8d2936c8a97145&auth_token=acb0c268be4342419aa3ba49796b45e0
贵州卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227012/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EnqBF03rFwPucF8ODtWxLQQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
海南卫视,https://mgtv.ottiptv.cc/mg/947472502.m3u8?userid=423579792&sign=19fbc909277fac33c471c682a2c834deb440736bda976744617dd1ac38b918391b58023ee4c6b3b80cb414223fb8683dd34ecddc3fcea0fec2f1bbd9131fbc1fe1519b8225076fedc12105d82b71fcdd&auth_token=acb0c268be4342419aa3ba49796b45e0
海南卫视,https://live.ottiptv.cc/mcp/hainan.m3u8?userid=423579792&sign=38192ead5e88f379335fd1ceafb3c5de8ab86204b206b123c068c83d5c1da2ee09f9d66b56275c7fc87d84090d7056713c5b42b96755d4a44f65bf5651525ab3f415ff6d04e230981080f96ede&auth_token=acb0c268be4342419aa3ba49796b45e0
海南卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227029/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EEuBMjt2kLMD8fAO7QYER7Q%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
河北卫视,https://live.ottiptv.cc/mcp/hebei.m3u8?userid=423579792&sign=698c36d480a35b578840ec72771f9ed4fd636e606f88f292e688e0936495609ff2e278465028a9f2b57341986c6afe5e338e500376ecacd863adb6baae8a684b6e562360b598f1362fb24c86&auth_token=acb0c268be4342419aa3ba49796b45e0
河北卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227014/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ErSGjhI3DMaaAASPrbQJYTg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
河南卫视,https://mgtv.ottiptv.cc/mg/790187291.m3u8?userid=423579792&sign=039d96f34f16197e00a89179eb96dec0e98ae144a338b0e03518be04a4c5582177e256f2814c05e9aeae2c2ac0a0664eeb2e5adb2f97fb329304ebbbb4986b9285fa7f3ee80bb766bb2f889c10e33a6b&auth_token=acb0c268be4342419aa3ba49796b45e0
河南卫视,https://live.ottiptv.cc/mcp/henan.m3u8?userid=423579792&sign=6e18ba39bb229a941126e6853a89e1f478dd162e4decf0fbeee39544388d555f0649a99dacb145c159c5e7dc360dc8f1327d2113c3647661b6f5df29207d65a29c8a47d265d85a9e39e56f5c&auth_token=acb0c268be4342419aa3ba49796b45e0
